Det gjennomfoeres kvalitetskontroll av luftkvalitetsdata.QC-flagg viser hvilket nivaa av kvalitetskontroll dataene har vaert gjennom.QC=1 (Raadata) QC = 2(Automatisk kontrollerte data) QC= 3(Skalerte data) QC= 4(Kvalitetssikrede data / Godkjente data)
Ved kvalitetskontroll flagges verdier som gyldige eller ugyldige(f.eks ved instrumentfeil).QA = 0(Gyldig verdi) QA = 1(Ugyldig verdi)
Data er hentet fra loesningen https://luftkvalitet.nilu.no 
Tid;Elgeseter NO µg/m³ Day;Dekning;Elgeseter NO2 µg/m³ Day;Dekning;Elgeseter NOx µg/m³ Day;Dekning;Elgeseter PM10 µg/m³ Day;Dekning;Elgeseter PM2.5 µg/m³ Day;Dekning
07.05.2019 00:00;31,9079623549;100;23,4776219403;100;72,2329884185;100;24,558882157;100;3,465339225;100
08.05.2019 00:00;21,1895203072;100;25,2808565988;100;57,6584436283;100;27,2933974667;100;4,2614568757;100
09.05.2019 00:00;19,4111024456;96;26,1105925074;96;55,7707570442;96;27,7546403042;100;4,82527985;100
10.05.2019 00:00;10,7120972887;100;20,775616531;100;37,1437011881;100;14,8620321042;100;3,2490707542;100
11.05.2019 00:00;12,4812211341;100;16,0707463447;100;35,1420522377;100;6,9071463458;100;2,1468260292;100
12.05.2019 00:00;8,6292525662;100;8,1770966645;100;21,3625945858;100;10,9914870333;100;1,8686480917;100
13.05.2019 00:00;27,2752188411;100;23,697768661;100;65,3743030503;100;18,7153139833;100;3,5032241417;100
14.05.2019 00:00;28,4731260054;100;33,0855265556;100;76,5924630917;100;21,6522147479;100;5,4438904986;100
15.05.2019 00:00;22,0675648288;96;31,7291499445;96;65,4483890029;96;21,7702111382;100;6,7218971729;100
16.05.2019 00:00;28,1060800723;100;37,158338308;100;80,1044286585;100;32,4297727826;100;9,9403929257;100
17.05.2019 00:00;17,1450848582;100;30,7445739016;100;56,9422635648;100;23,0574743819;100;6,4978812444;100
18.05.2019 00:00;5,747783114;100;16,780096702;100;25,5627093002;100;17,7094588833;100;4,8455163035;100
19.05.2019 00:00;6,7089788103;100;16,6532895814;100;26,9046092034;100;15,575281375;100;6,4883641674;100
20.05.2019 00:00;28,7983658875;100;34,8276581651;100;78,8315612412;100;29,6317519028;100;8,0827755729;100
21.05.2019 00:00;26,9330481184;100;39,1201376528;100;80,2738351777;100;32,462425216;100;9,5669019465;100
22.05.2019 00:00;27,0017789467;92;33,9142042148;92;75,1729224453;92;34,0199857736;100;11,4167138799;100
23.05.2019 00:00;25,9899681429;100;27,7223614176;100;67,4350327399;100;16,8737517236;100;7,0470300486;100
24.05.2019 00:00;24,764958221;100;23,1626324406;100;61,0034886022;100;18,2859567778;100;5,5011416028;100
25.05.2019 00:00;13,878211022;100;14,6000982595;100;35,8060047012;100;14,3487227695;100;3,7445511278;100
26.05.2019 00:00;10,4186807162;100;11,2819504776;100;27,2016946119;100;9,3384919292;100;1,8724967083;100
27.05.2019 00:00;28,6117199773;100;25,7694474242;100;69,4881555495;100;14,2985715079;100;2,2060566983;100
28.05.2019 00:00;25,8443086882;96;24,0114134946;96;63,5015171702;96;13,1250365444;100;2,6103825285;100
29.05.2019 00:00;37,1375047139;100;23,1600890779;100;79,9061962807;100;14,2448691938;100;3,1934144597;100
30.05.2019 00:00;5,7282835445;100;11,8714892709;100;20,6243065269;100;4,5966335653;100;1,6930654389;100
31.05.2019 00:00;18,3045988073;100;17,3502623115;100;45,3196892889;100;2,4357718194;100;1,6937423014;100
01.06.2019 00:00;11,3418405779;100;12,2519412791;100;29,5822736821;100;8,7518779083;100;3,5153517361;100
02.06.2019 00:00;9,7297601476;100;16,9190764046;100;31,7861499102;100;9,9630011431;100;2,5633922319;100
03.06.2019 00:00;16,1368779109;100;21,5566151702;100;46,2137646181;100;12,0867600903;100;3,0719187069;100
04.06.2019 00:00;29,4520292289;100;30,1531829145;100;75,1558835762;100;19,0499391569;100;5,8801695965;100
05.06.2019 00:00;27,615654548;100;26,6877794614;100;68,8844996107;100;17,2847058549;100;5,6581851479;100
06.06.2019 00:00;25,1255834621;96;33,7669993811;96;72,1588909111;96;23,6569364667;100;7,6880960069;100
07.06.2019 00:00;31,256480794;100;35,140244882;100;82,9001475352;100;12,6438513493;100;4,6453455063;100
08.06.2019 00:00;9,5940043351;100;18,4882737135;100;33,1479123375;100;6,4689084674;100;2,9230787924;100
09.06.2019 00:00;6,7462191084;100;13,4199542991;100;23,7281770967;100;5,553402084;100;3,1611804583;100
10.06.2019 00:00;10,702910076;100;18,4887387712;100;34,8427853673;100;7,8923151646;100;2,8196325153;100
11.06.2019 00:00;16,6249656039;100;20,5011162892;100;45,9040637319;100;9,3935229771;100;2,5457984493;100
12.06.2019 00:00;20,9893434896;100;21,7936733422;100;53,8653901943;100;13,9484749813;100;4,0898152931;100
13.06.2019 00:00;12,2544153441;96;16,9259263128;96;35,6506729586;96;5,4030006167;100;2,3038788458;100
14.06.2019 00:00;42,2807279101;96;35,2352130576;96;99,8401653042;96;16,2168473159;88;5,608139996;88
15.06.2019 00:00;9,3781642086;100;18,6772698567;100;33,0071047674;100;9,7535842007;100;4,5001655577;100
16.06.2019 00:00;14,8138849181;100;24,5411644255;100;47,1767805804;100;14,5950987451;100;7,20421835;100
17.06.2019 00:00;17,8814506479;100;26,0262612734;100;53,3491178634;100;10,7283280472;100;4,9034645028;100
18.06.2019 00:00;17,3224168285;100;22,5349589863;100;49,0036119003;100;10,1634405236;100;3,8707665993;100
19.06.2019 00:00;26,508008197;100;30,711921031;100;71,216157556;100;14,3159887292;100;3,7882168167;100
20.06.2019 00:00;26,0100357397;100;31,7165810642;100;71,4599156744;100;11,0335043083;100;4,5894049208;100
21.06.2019 00:00;26,17267756;92;28,3499881781;92;68,3418394897;92;6,7353171591;92;2,9929788773;92
22.06.2019 00:00;15,1518406436;100;15,5047769416;100;38,6567894451;100;7,6154527083;100;2,2263420917;100
23.06.2019 00:00;12,180277477;100;13,4561130156;100;32,0675770004;100;11,1289170875;100;2,9644056667;100
24.06.2019 00:00;17,3092613148;100;24,1862724888;100;50,6348237778;100;12,2075707958;100;2,5953071708;100
25.06.2019 00:00;26,022852763;100;27,453616054;100;67,216535076;100;15,7287226292;100;4,9511167917;100
26.06.2019 00:00;24,1511882151;100;22,1296738186;100;59,0326894112;100;10,3551201875;100;2,7217578542;100
27.06.2019 00:00;27,0123613262;100;20,7358583098;100;62,0107464162;100;9,1798810292;100;3,2673819028;100
28.06.2019 00:00;17,9706775056;96;16,9832643277;96;44,4424595563;96;6,0115500819;100;2,3515206028;100
29.06.2019 00:00;14,2936214602;100;18,5429556518;100;40,383609243;100;3,1842946021;100;2,1637744153;100
30.06.2019 00:00;11,3350824246;100;16,8644606522;100;34,184466597;100;4,032885175;100;2,5932542319;100
01.07.2019 00:00;24,7925429392;100;21,3368438767;100;59,2198494879;100;5,9383822778;100;2,4602697257;100
02.07.2019 00:00;12,1669170197;96;12,1250973409;96;30,716146547;96;6,8114421725;96;1,2100671188;96
03.07.2019 00:00;15,5864069147;96;14,8288863166;96;38,6449160822;96;2,913544;100;1,2370233;100
04.07.2019 00:00;24,5811038786;100;21,1168489757;100;58,6767757023;100;4,9792002313;100;2,2287108292;100
05.07.2019 00:00;25,4554221061;100;21,7848515969;100;60,6807365751;100;9,6963443486;100;3,4227389889;100
06.07.2019 00:00;11,6984027448;100;15,7701252637;100;33,6452846577;100;8,7472393889;100;3,2309462111;100
07.07.2019 00:00;9,4119193804;100;13,5988501238;100;27,980262937;100;6,8366594847;100;1,8608845215;100
08.07.2019 00:00;23,8605011989;100;22,7237350618;100;59,1825808938;100;9,7182086583;100;1,9620060556;100
09.07.2019 00:00;18,8581976446;100;19,2930010455;100;48,1083270465;100;14,050676125;100;4,0615124278;100
10.07.2019 00:00;15,4508637989;96;16,2806939887;96;39,8896138733;96;11,5253558227;92;5,1307332;92
11.07.2019 00:00;17,355500932;100;21,6949324264;100;48,2141378505;100;14,0064081917;100;6,0216189583;100
12.07.2019 00:00;14,3974499996;100;19,1718019738;100;41,1711055732;100;10,8204821361;100;3,3733784014;100
13.07.2019 00:00;13,3290401769;100;16,3025662991;100;36,6693396895;100;12,6743506805;100;2,5739007639;100
14.07.2019 00:00;11,9001314489;100;13,3680922656;100;31,5514931195;100;10,4392886292;100;3,1676491139;100
15.07.2019 00:00;21,5906912283;100;20,1725179745;100;53,1630941714;100;2,7071307208;100;1,4664510125;100
16.07.2019 00:00;17,3243923911;100;20,5154427656;100;46,9871143391;100;9,2527910424;100;2,8684208292;100
17.07.2019 00:00;20,4907030322;96;24,2317369299;96;55,5415311631;96;10,1358281708;100;3,4732325222;100
18.07.2019 00:00;19,508390026;100;21,1598892844;100;50,968709244;100;13,3208617625;100;4,6486692632;100
19.07.2019 00:00;9,8138982573;100;17,1953269632;100;32,1909635004;100;11,0622664562;100;4,6951307271;100
20.07.2019 00:00;9,2510164198;100;16,8168308522;100;30,9523839417;100;8,3473258049;100;3,8546484604;100
21.07.2019 00:00;10,7418019526;100;19,3804446832;100;35,7939180668;100;7,1363964264;100;4,3226835951;100
22.07.2019 00:00;12,3477217924;100;16,5322201441;100;35,3995390428;100;9,0204831479;100;3,8739206924;100
23.07.2019 00:00;10,5129235136;100;18,6930387846;100;34,7567859134;100;7,2606237604;100;3,4845889215;100
24.07.2019 00:00;12,6341650575;88;16,3500934064;88;35,6550976142;88;10,6590647754;96;4,8316822587;96
25.07.2019 00:00;14,3196044224;100;18,9394091203;100;40,8197646777;100;16,6841439583;100;8,9625116667;100
26.07.2019 00:00;16,1936267499;100;30,4415869182;100;55,1854485921;100;21,8670521667;100;13,2098889167;100
27.07.2019 00:00;9,9465168593;100;24,8856881232;100;40,0839658842;100;20,8403035417;100;11,3224701667;100
28.07.2019 00:00;10,5571247295;100;23,5482939847;100;39,6795805714;100;16,9236242083;100;9,8579258333;100
29.07.2019 00:00;14,7840928484;100;22,0402347239;100;44,6303285962;100;18,0000525417;100;8,3237845417;100
30.07.2019 00:00;3,6883288243;100;10,8771295234;100;16,512895967;100;7,0870929167;100;2,317440875;100
31.07.2019 00:00;8,2973141856;92;17,2751252209;92;29,9534212965;92;7,825847625;100;2,38679175;100
01.08.2019 00:00;15,2680931412;100;19,4372256932;100;42,7668720128;100;9,9645708333;100;3,69389375;100
02.08.2019 00:00;14,1734343294;100;18,1391263359;100;39,7961339912;100;11,2740769583;100;4,1396701667;100
03.08.2019 00:00;10,0386003628;100;14,1711501296;100;29,510131484;100;8,06927175;100;2,38788175;100
04.08.2019 00:00;4,7092105651;100;10,966919152;100;18,1625928955;100;7,8493715;100;3,5950322083;100
05.08.2019 00:00;6,1634332743;100;14,0317813869;100;23,44950743;100;6,9225581667;100;2,3639030417;100
06.08.2019 00:00;15,7339256375;100;21,9886606429;100;46,030099017;100;11,9883022083;100;4,6812567083;100
07.08.2019 00:00;13,1819549205;96;16,9327190443;96;37,0747461628;96;11,574067125;100;4,4826354583;100
08.08.2019 00:00;17,1046106139;100;19,1994482756;100;45,3352932936;100;10,851897125;100;4,6316640833;100
09.08.2019 00:00;13,9386113569;100;18,8930219647;100;40,191220118;100;8,2939128333;100;3,1276142083;100
10.08.2019 00:00;4,3023564499;100;14,2429283443;100;20,8169289998;100;8,1950284167;100;2,9598644583;100
11.08.2019 00:00;7,233826061;100;17,7814763524;100;28,8347625735;100;5,6200955417;100;2,4879880417;100
12.08.2019 00:00;24,7015474865;100;24,2479321418;100;61,9918967012;100;5,3468342917;100;3,2795838333;100
13.08.2019 00:00;13,6775220865;100;17,0013121978;100;37,9005659459;100;4,2040929583;100;1,98458375;100
14.08.2019 00:00;15,8355686164;96;20,5332791855;96;44,7300280314;96;7,5640363182;92;1,7398082273;92
15.08.2019 00:00;14,8903351252;100;21,1000288613;100;43,8524609326;100;10,70308525;100;3,379184375;100
16.08.2019 00:00;20,1492716449;100;25,6018296154;100;56,3899166888;100;12,49371375;100;3,99973;100
17.08.2019 00:00;4,4803581867;100;11,6326471511;100;18,4786344603;100;6,645292625;100;2,3261926667;100
18.08.2019 00:00;6,9926821819;100;17,0294919649;100;27,7143103388;100;7,5933177917;100;3,4993397083;100
19.08.2019 00:00;29,7306637131;100;28,9142878293;100;74,3427419829;100;14,4964694167;100;4,370395;100
20.08.2019 00:00;27,5398103731;100;23,8536075388;100;65,9344377889;100;11,127306;100;4,1987279167;100
21.08.2019 00:00;17,0231068079;96;19,8495974998;96;45,8609047023;96;13,5440362083;100;4,62224375;100
22.08.2019 00:00;17,0803588955;100;20,3744220307;100;46,473210423;100;12,1176925;100;4,356797625;100
23.08.2019 00:00;23,3939695862;100;23,7537629557;100;59,4997484835;100;9,8236205417;100;2,8937584583;100
24.08.2019 00:00;15,5082764995;100;21,2265188139;100;44,9231653052;100;11,148603625;100;4,0200165;100
25.08.2019 00:00;9,7086162137;100;17,715323548;100;32,5500891225;100;13,1063169167;100;5,880973625;100
26.08.2019 00:00;27,2102596339;100;27,9531459134;100;69,530422634;100;20,7272542083;100;9,4652963333;100
27.08.2019 00:00;24,2948461642;100;31,899482955;100;69,0220078938;100;21,7467474167;100;10,984595625;100
28.08.2019 00:00;21,9612811394;92;25,3619253885;92;58,9187629696;92;23,9523994783;96;11,7765597391;96
29.08.2019 00:00;23,3749400199;100;32,4709828659;100;68,1878912162;100;11,553582625;100;6,2747275417;100
30.08.2019 00:00;22,1335450595;100;22,8304679183;100;56,6505247692;100;11,0149540417;100;3,5603935;100
31.08.2019 00:00;9,9666281385;100;16,8590674849;100;32,0880752805;100;7,633018;100;2,883292;100
01.09.2019 00:00;5,3614881258;100;10,5542967188;100;18,746650575;100;9,4126580417;100;4,6473371667;100
02.09.2019 00:00;15,3956530457;100;21,0829996535;100;44,6075575074;100;9,626688125;100;3,1335987083;100
03.09.2019 00:00;23,316226046;100;21,145842942;100;56,7730363404;100;8,0879080833;100;2,4527894167;100
04.09.2019 00:00;16,5181636694;92;22,6487765028;92;47,8885305897;92;9,5543035833;100;3,0697797083;100
05.09.2019 00:00;25,27714516;96;21,6000095011;96;60,2234873056;96;5,1320784783;96;2,2751318696;96
06.09.2019 00:00;7,3500294491;100;14,7630134913;100;25,9938584896;100;4,2241814583;100;1,5088218333;100
07.09.2019 00:00;11,9834343219;100;19,6374268337;100;37,9481144776;100;4,9208263333;100;1,862839;100
08.09.2019 00:00;9,5572777465;100;16,2049050165;100;30,8084254131;100;7,9195813333;100;2,8229830833;100
09.09.2019 00:00;47,7751578368;100;33,7510963685;100;106,7515375432;100;20,2478399167;100;4,9774697917;100
10.09.2019 00:00;43,5347887146;100;28,8953853055;100;95,4165424615;100;21,279181375;100;6,05361275;100
11.09.2019 00:00;8,5946507731;96;18,7855732974;96;31,9181996786;96;16,6981339167;100;7,3379162083;100
12.09.2019 00:00;14,3968846625;100;17,2918661386;100;39,2903059029;100;4,1821832917;100;2,0407579583;100
13.09.2019 00:00;8,4432687997;100;12,5288416751;100;25,430156401;100;3,7314352917;100;2,117576;100
14.09.2019 00:00;6,7026714932;100;10,7717655856;100;21,0134476272;100;3,2288357917;100;1,8545216667;100
15.09.2019 00:00;7,6218436861;100;11,804501869;100;23,4506790213;100;3,6387717083;100;2,2347114167;100
16.09.2019 00:00;18,9652256176;100;15,3792172986;100;44,3580820422;100;5,23952125;100;2,4667742083;100
17.09.2019 00:00;17,1179210264;100;19,6499805475;100;45,8061638757;100;8,387942625;100;2,3290084167;100
18.09.2019 00:00;18,7781539733;96;18,2757779245;96;46,9687971958;96;5,1107684583;100;2,0332675833;100
19.09.2019 00:00;15,5286649917;100;21,4143746604;100;45,1421747677;100;5,2253340833;100;1,8284928333;100
20.09.2019 00:00;17,1032118899;100;17,6726322353;100;43,8063400031;100;4,1781227083;100;2,3575567083;100
21.09.2019 00:00;9,2025034592;100;12,1124987174;100;26,173924003;100;9,3400064167;100;4,70736975;100
22.09.2019 00:00;6,4764598388;100;11,6491797988;100;21,5452104324;100;4,3464289583;100;2,098679375;100
23.09.2019 00:00;48,7908996926;100;21,5878752358;100;96,140369966;100;15,022989875;100;4,2255190417;100
24.09.2019 00:00;35,7697459475;100;18,7172808772;100;73,373452685;100;15,17549675;100;5,0099979167;100
25.09.2019 00:00;;33;;33;;33;45,4160977083;100;6,866229125;100
26.09.2019 00:00;;0;;0;;0;41,9649373333;100;6,0238585417;100
27.09.2019 00:00;;0;;0;;0;65,8344440417;100;8,1588244167;100
28.09.2019 00:00;;0;;0;;0;9,071783375;100;3,1349612083;100
29.09.2019 00:00;;0;;0;;0;5,7699194583;100;2,6419668333;100
30.09.2019 00:00;;0;;0;;0;6,347897125;100;2,5001153333;100
01.10.2019 00:00;;0;;0;;0;;67;;67
02.10.2019 00:00;;0;;0;;0;9,8124932083;100;5,246620875;100
03.10.2019 00:00;;0;;0;;0;7,8186265833;100;3,2816984167;100
04.10.2019 00:00;;0;;0;;0;14,2064562917;100;5,7649945417;100
05.10.2019 00:00;;0;;0;;0;14,9473234583;100;6,3814689167;100
06.10.2019 00:00;;0;;0;;0;12,0415785417;100;5,2165715833;100
07.10.2019 00:00;;0;;0;;0;18,3775752083;100;5,0072648333;100
08.10.2019 00:00;;0;;0;;0;28,0042593333;100;6,2324760833;100
09.10.2019 00:00;;0;;0;;0;24,2666194167;100;5,0720893333;100
10.10.2019 00:00;;0;;0;;0;25,24918825;100;6,306971;100
11.10.2019 00:00;;0;;0;;0;7,8204507083;100;4,264065375;100
12.10.2019 00:00;;0;;0;;0;11,399975375;100;3,9940872917;100
13.10.2019 00:00;;0;;0;;0;14,0375340833;100;4,2416215;100
14.10.2019 00:00;;0;;0;;0;26,2479447083;100;6,142172875;100
15.10.2019 00:00;;0;;0;;0;36,3893898333;100;9,7225317917;100
16.10.2019 00:00;;0;;0;;0;15,220106;100;2,7147049583;100
17.10.2019 00:00;;0;;0;;0;25,3748570833;100;4,4434575;100
18.10.2019 00:00;;58;;58;;58;23,691617875;100;6,1952517083;100
19.10.2019 00:00;6,8918149339;100;13,2978774379;100;23,828570657;100;8,9318093333;100;2,8652453333;100
20.10.2019 00:00;21,6241809379;100;19,4292328057;100;52,4709812789;100;21,9566810833;100;5,384695;100
21.10.2019 00:00;23,1362212499;100;27,6629952058;100;63,0151412757;100;22,5985821667;100;3,9663277917;100
22.10.2019 00:00;12,0432465761;100;19,0636709408;100;37,465751709;100;14,99160175;100;3,5025920417;100
23.10.2019 00:00;45,9236824389;96;39,601346562;96;109,7727333287;96;14,6379562083;100;6,734774875;100
24.10.2019 00:00;84,1955634829;100;49,5592289646;100;178,2100499664;100;41,130513;100;9,3212675417;100
25.10.2019 00:00;15,7561630659;100;27,7436542891;100;51,8190714539;100;5,5760560417;100;3,4465861667;100
26.10.2019 00:00;4,775347436;100;20,5916345495;100;27,8883654317;100;7,4075674583;100;3,8049854167;100
27.10.2019 00:00;9,0321831272;100;20,3861885916;100;34,18736441;100;5,30870875;100;3,40797125;100
28.10.2019 00:00;12,9331127128;100;26,5496435927;100;46,3114398178;100;3,5383146667;100;1,6799764167;100
29.10.2019 00:00;17,6527838244;100;22,2278049517;100;49,2012586355;100;3,883291125;100;1,8137135833;100
30.10.2019 00:00;4,7685053932;96;12,8145018346;96;20,1007780754;96;2,2422005417;100;1,3278563333;100
31.10.2019 00:00;22,9480037805;100;31,5485189269;100;66,6130687036;100;5,3945855833;100;3,1849050833;100
01.11.2019 00:00;22,1024708473;100;31,1090468487;100;64,8816223034;100;16,0831555833;100;3,6645980833;100
02.11.2019 00:00;10,9258291267;100;21,1301141142;100;37,8247810198;100;6,0426186667;100;3,993663125;100
03.11.2019 00:00;22,1951625942;100;29,2712133609;100;63,1854218049;100;14,5317785652;96;10,5955021304;96
04.11.2019 00:00;68,9104689686;100;49,7499641737;100;155,0451607577;100;27,4038309167;100;11,191019125;100
05.11.2019 00:00;33,5027655827;100;40,6310545315;100;91,8232803418;100;22,923109625;100;9,9480705417;100
06.11.2019 00:00;61,7807871767;100;47,5252111527;100;141,9262539586;100;30,5711925833;100;17,3665358333;100
07.11.2019 00:00;56,183250444;92;49,090539607;92;134,9385462854;92;21,8769525263;79;12,5660182632;79
08.11.2019 00:00;41,8975312915;100;45,8991132182;100;109,9185410317;100;15,31233225;100;7,380690125;100
09.11.2019 00:00;25,4061473873;100;33,2078316115;100;72,0284248192;100;10,185759;100;6,2424228333;100
10.11.2019 00:00;12,5452270538;100;22,8135328535;100;41,9826397917;100;9,374499875;100;6,7129864583;100
11.11.2019 00:00;61,3246314942;100;41,6281906284;100;135,3322275516;100;18,2769758095;88;9,5088981429;88
12.11.2019 00:00;84,0964107048;100;50,3708082081;100;178,870123765;100;14,7699122917;100;8,8349881667;100
13.11.2019 00:00;165,1559430326;96;59,3150031008;96;311,6732840546;96;21,194128625;100;14,704458625;100
14.11.2019 00:00;68,4796904464;100;47,1307361537;100;151,7677031559;100;15,3545392083;100;12,0900678333;100
15.11.2019 00:00;9,9857029868;100;27,9470416479;100;43,2051958116;100;5,4697317917;100;4,1839842083;100
16.11.2019 00:00;87,0146787686;100;51,1334335573;100;184,0918627157;100;19,911000125;100;17,1583763333;100
17.11.2019 00:00;46,7156829556;100;33,9489720918;100;105,3305356479;100;9,006111375;100;7,3621227917;100
18.11.2019 00:00;133,3130481182;100;42,3850967484;100;246,0874342731;100;15,142356125;100;9,9506102083;100
19.11.2019 00:00;28,2973973016;100;33,6392629853;100;76,8776860621;100;5,4506140833;100;3,937175;100
20.11.2019 00:00;44,4856467635;96;48,7421967306;96;116,7162649851;96;11,628438125;100;8,7315666667;100
21.11.2019 00:00;123,0141376183;100;56,2552254979;100;244,2208277786;100;16,7034205833;100;11,6569005;100
22.11.2019 00:00;106,2210580893;100;43,5550107703;100;205,8607875307;100;11,0101705417;100;6,02621325;100
23.11.2019 00:00;89,7075162547;100;34,3016637798;100;171,3747486169;100;12,0779905;100;9,976397125;100
24.11.2019 00:00;91,7924085769;100;33,0181518311;100;173,2769521367;100;19,4859948333;100;17,4217669583;100
25.11.2019 00:00;100,8224497495;100;31,0920722414;100;185,1487754585;100;19,7993462917;100;15,9169102917;100
26.11.2019 00:00;108,6933700577;100;33,5050114353;100;199,5884808835;100;18,06296775;100;13,8881985417;100
27.11.2019 00:00;16,5223549838;96;26,6349457693;96;51,8811041845;96;3,8852540455;92;3,0466223182;92
28.11.2019 00:00;27,8734556375;100;34,9473063744;100;77,5379465885;100;6,265041125;100;4,063871125;100
29.11.2019 00:00;19,8011898936;100;21,9702994787;100;52,2265176361;100;9,5577950833;100;3,356673375;100
30.11.2019 00:00;12,0598262377;100;17,031555772;100;35,4589702633;100;5,6942411667;100;2,849077625;100
01.12.2019 00:00;10,0599229537;100;16,4041588089;100;31,7757210822;100;5,6938916957;96;2,8907984348;96
02.12.2019 00:00;19,1165776804;100;28,0532232701;100;57,2633539658;100;6,0652174167;100;3,5014784583;100
03.12.2019 00:00;5,9999537453;100;23,7071989769;100;32,8751282997;100;3,1779070833;100;2,0392451667;100
04.12.2019 00:00;44,3015614157;92;43,1607976893;92;110,8535835325;92;8,4414969583;100;5,8108727083;100
05.12.2019 00:00;14,2004759004;100;27,2050851278;100;48,9034123036;100;4,6854417917;100;3,0921725833;100
06.12.2019 00:00;4,3139126024;100;16,2202822974;100;22,8119407539;100;3,40961925;100;1,9799099167;100
07.12.2019 00:00;2,9798094247;100;12,2817956528;100;16,8349444537;100;2,6206959583;100;1,9001540417;100
08.12.2019 00:00;16,597283706;100;25,3223858969;100;50,6830353996;100;4,2443999583;100;3,0246650833;100
09.12.2019 00:00;39,3804821777;100;43,474690389;100;103,6480671565;100;6,40495875;100;3,3282099583;100
10.12.2019 00:00;16,6592638833;100;34,9177399023;100;60,3730951159;100;5,5975809167;100;3,5617536667;100
11.12.2019 00:00;31,0442304338;92;33,0161149656;92;80,4516990685;92;;71;;71
12.12.2019 00:00;1,1094481103;100;10,4844337362;100;12,1796704486;100;5,8951673158;79;2,0296201579;79
13.12.2019 00:00;13,515857518;100;26,2987047007;100;46,9509349883;100;6,0368914167;100;2,44763825;100
14.12.2019 00:00;28,893493889;100;25,9541654692;100;70,1034241316;100;5,0499543333;100;3,0680946667;100
15.12.2019 00:00;55,716795241;100;42,0808672571;100;127,2161303854;100;11,091506875;100;8,9558309167;100
16.12.2019 00:00;68,2330309328;100;46,8212869502;100;151,0813582156;100;10,66575025;100;6,8245207083;100
17.12.2019 00:00;21,2003132566;100;46,0960183569;100;78,4900970129;100;7,864913875;100;6,0073334167;100
18.12.2019 00:00;13,0712504775;96;41,9096786294;96;61,882549359;96;8,069357875;100;6,175001125;100
19.12.2019 00:00;103,1442874384;100;70,970640694;100;228,5751119;100;18,6213677083;100;13,7484277083;100
20.12.2019 00:00;126,2833339048;100;68,5244013193;100;261,4853355258;100;18,801746875;100;13,2830347083;100
21.12.2019 00:00;56,2154091338;100;43,1123031692;100;129,0094483257;100;12,66633825;100;9,174630125;100
22.12.2019 00:00;51,1219494056;100;34,8675154215;100;112,9818541132;100;11,22331225;100;9,1035039583;100
23.12.2019 00:00;17,7548228689;100;36,8515902097;100;63,9809595535;100;8,3171867083;100;7,2471054583;100
24.12.2019 00:00;8,3122798813;100;29,4387729879;100;42,1399366465;100;12,248371;88;10,6481941429;88
25.12.2019 00:00;5,4511542068;100;21,6689305528;100;29,9982941808;100;;0;;0
26.12.2019 00:00;52,4948593707;100;40,3057629022;100;120,5179080206;100;;0;;0
27.12.2019 00:00;69,4323334367;96;51,0229654404;96;157,1155709317;96;;42;;42
28.12.2019 00:00;53,405419355;100;57,4583139375;100;139,0617947119;100;22,3958966667;100;13,61730575;100
29.12.2019 00:00;20,9071189654;100;34,453369315;100;66,3994470941;100;7,2659836667;100;5,237868375;100
30.12.2019 00:00;5,5093226563;100;8,5800176612;100;16,99826268;100;4,2136112083;100;2,2094425833;100
31.12.2019 00:00;2,4031445838;100;6,2269736464;100;9,8989785704;100;4,8266150417;100;2,1839129167;100
01.01.2020 00:00;2,3531314803;100;5,6583196276;100;9,2539045295;100;4,9437800417;100;2,28122475;100
02.01.2020 00:00;35,7766703119;96;39,5794361703;96;94,2461884069;96;11,5097237083;100;6,2037320417;100
03.01.2020 00:00;8,5554406127;100;14,2349386486;100;27,3076519049;100;4,5409776667;100;1,9647345;100
04.01.2020 00:00;7,3030902518;100;9,7704903831;100;20,9296122879;100;9,038644625;100;3,6926232083;100
05.01.2020 00:00;2,260679709;100;13,8409615156;100;17,295280111;100;4,1070833333;100;2,6905018333;100
06.01.2020 00:00;121,9009244951;100;66,5251278012;100;252,7897404297;100;15,6888532083;100;10,8925515417;100
07.01.2020 00:00;27,4094134845;100;39,4083641196;100;81,289947924;100;5,659767125;100;3,772812125;100
08.01.2020 00:00;9,0595868955;96;13,178718096;96;27,0217668723;96;4,3344282083;100;2,6985311667;100
09.01.2020 00:00;10,4969179504;100;26,6692471291;100;42,7085377574;100;14,55260175;100;6,5416910833;100
10.01.2020 00:00;16,301958868;100;31,4854090212;100;56,3948021716;100;7,6027928333;100;4,177068625;100
11.01.2020 00:00;6,3919078108;100;16,8305103791;100;26,597345514;100;2,7457372083;100;1,4425435;100
12.01.2020 00:00;5,4341798449;100;13,2983762897;100;21,6018030926;100;3,1416829167;100;2,0216484167;100
13.01.2020 00:00;34,5275057758;100;47,734821751;100;100,4928505764;100;7,5928547917;100;5,5622609167;100
14.01.2020 00:00;;63;;63;;63;;63;;63
15.01.2020 00:00;;46;;46;;46;;46;;46
16.01.2020 00:00;14,059238684;100;28,08433016;100;49,5668468691;100;4,590404125;100;2,0911892083;100
17.01.2020 00:00;96,3223879239;100;58,5720012292;100;205,7526099769;100;15,2021364167;100;11,445809625;100
18.01.2020 00:00;24,7047853907;100;37,0077105085;100;74,7566225855;100;10,9799449583;100;9,3771076667;100
