Tid,Elgeseter NO µg/m³ Hour,Dekning,Elgeseter NO2 µg/m³ Hour,Dekning.1,Elgeseter NOx µg/m³ Hour,Dekning.2,Elgeseter PM10 µg/m³ Hour,Dekning.3,Elgeseter PM2.5 µg/m³ Hour,Dekning.4
2024-02-19 00:00:00,,,,,,,,,,
2024-02-19 01:00:00,0.9393123295,100.0,23.6017907933,100.0,25.0370600327,100.0,9.703673,100.0,9.063477,100.0
2024-02-19 02:00:00,0.4547096223,100.0,20.1108486557,100.0,20.8056449585,100.0,8.150909,100.0,7.982103,100.0
2024-02-19 03:00:00,0.2782937294,100.0,15.1902604628,100.0,15.6154932813,100.0,6.126629,100.0,5.810268,100.0
2024-02-19 04:00:00,0.3528883008,100.0,20.2542382355,100.0,20.793451559,100.0,6.120955,100.0,6.487939,100.0
2024-02-19 05:00:00,1.4639258926,100.0,37.2621297655,100.0,39.4990085294,100.0,3.120898,100.0,2.761698,100.0
2024-02-19 06:00:00,9.2483975379,100.0,51.2133062167,100.0,65.3448576545,100.0,0.858439,100.0,0.424489,100.0
2024-02-19 07:00:00,8.735539269,100.0,47.7094377758,100.0,61.0573417788,100.0,4.385503,100.0,4.309158,100.0
2024-02-19 08:00:00,39.5417383738,100.0,62.1974417741,100.0,122.6172180092,100.0,7.42161,100.0,6.382138,100.0
2024-02-19 09:00:00,66.1655122356,100.0,68.0447325974,100.0,169.1456352934,100.0,8.050138,100.0,6.327578,100.0
2024-02-19 10:00:00,60.7977351374,100.0,65.6799327402,100.0,158.5788720301,100.0,11.262849,100.0,8.438344,100.0
2024-02-19 11:00:00,45.4611635286,100.0,57.7549725098,100.0,127.2196303815,100.0,15.782772,100.0,6.834908,100.0
2024-02-19 12:00:00,53.4560564756,100.0,62.454863054,100.0,144.1357173487,100.0,16.598501,100.0,8.134025,100.0
2024-02-19 13:00:00,41.2692855038,100.0,50.8597049466,100.0,113.9191731964,100.0,13.786267,100.0,8.450506,100.0
2024-02-19 14:00:00,18.1664192064,100.0,33.8760816673,100.0,61.6343702146,100.0,3.45998,100.0,-0.571706,100.0
2024-02-19 15:00:00,15.0602552706,100.0,33.4386975289,100.0,56.4507675824,100.0,7.262016,100.0,4.132649,100.0
2024-02-19 16:00:00,12.9085584951,100.0,37.8327981332,100.0,57.5570755137,100.0,6.587707,100.0,3.029228,100.0
2024-02-19 17:00:00,19.964589138,100.0,42.9307600895,100.0,73.4366522924,100.0,8.791609,100.0,5.559207,100.0
2024-02-19 18:00:00,35.9987586045,100.0,63.8126910747,100.0,118.8187942224,100.0,8.451115,100.0,5.524577,100.0
2024-02-19 19:00:00,22.3458712616,100.0,70.6411133298,100.0,104.7856046176,100.0,17.035964,100.0,13.761124,100.0
2024-02-19 20:00:00,20.2535587615,100.0,69.9520638159,100.0,100.8995016035,100.0,22.651014,100.0,20.360727,100.0
2024-02-19 21:00:00,12.9547892626,100.0,63.9926311456,100.0,83.7875491389,100.0,24.526697,100.0,22.18647,100.0
2024-02-19 22:00:00,6.4467673965,100.0,52.787931093,100.0,62.6385916748,100.0,22.78145,100.0,20.241079,100.0
2024-02-19 23:00:00,13.964537818,100.0,53.0152104235,100.0,74.3530242094,100.0,25.340111,100.0,22.884827,100.0
2024-02-20 00:00:00,5.4301317534,100.0,45.2301472781,100.0,53.5273885972,100.0,22.427359,100.0,20.358295,100.0
2024-02-20 01:00:00,4.9973448219,100.0,36.0477443272,100.0,43.683687215,100.0,20.278772,100.0,18.389273,100.0
2024-02-20 02:00:00,1.319455678,100.0,27.1563485152,100.0,29.1724767912,100.0,20.615887,100.0,18.648674,100.0
2024-02-20 03:00:00,1.0753562316,100.0,19.9369295625,100.0,21.5800738844,100.0,15.861886,100.0,13.726043,100.0
2024-02-20 04:00:00,3.652586609,100.0,16.4306969288,100.0,22.0118492673,100.0,12.224497,100.0,10.999022,100.0
2024-02-20 05:00:00,0.3301998468,100.0,27.4542335643,100.0,27.9587789301,100.0,14.403722,100.0,13.282572,100.0
2024-02-20 06:00:00,7.2264455638,100.0,28.0634124365,100.0,39.1054212579,100.0,16.485544,100.0,14.336193,100.0
2024-02-20 07:00:00,24.0144942256,100.0,36.6292006025,100.0,73.3233477793,100.0,14.890706,100.0,12.053133,100.0
2024-02-20 08:00:00,55.1149042865,100.0,57.6438260012,100.0,141.859399751,100.0,14.208334,100.0,8.085544,100.0
2024-02-20 09:00:00,65.5787714493,100.0,66.7715100981,100.0,166.9758728725,100.0,17.053839,100.0,10.826117,100.0
2024-02-20 10:00:00,82.830882926,100.0,66.4656777429,100.0,193.0312668539,100.0,21.161683,100.0,9.23597,100.0
2024-02-20 11:00:00,85.5573412826,100.0,77.5754317699,100.0,208.3070492497,100.0,27.646543,100.0,10.91023,100.0
2024-02-20 12:00:00,59.9530031066,100.0,67.5902456942,100.0,159.1984344412,100.0,28.65844,100.0,14.523086,100.0
2024-02-20 13:00:00,35.2928627084,100.0,50.0171476169,100.0,103.9446418353,100.0,18.15621,100.0,7.121387,100.0
2024-02-20 14:00:00,18.333059071,100.0,33.7669271791,100.0,61.7798414396,100.0,18.976646,100.0,13.312057,100.0
2024-02-20 15:00:00,33.7709955355,100.0,47.5915775804,100.0,99.1936587586,100.0,24.774956,100.0,17.76083,100.0
2024-02-20 16:00:00,99.7901493968,100.0,76.5301896952,100.0,229.0095379735,100.0,36.554056,100.0,23.855412,100.0
2024-02-20 17:00:00,58.2004093959,100.0,67.0366238552,100.0,155.9668494121,100.0,25.576296,100.0,14.630587,100.0
2024-02-20 18:00:00,47.5934981859,100.0,61.5468494929,100.0,134.2697147209,100.0,14.708253,100.0,9.515141,100.0
2024-02-20 19:00:00,37.061881002,100.0,50.4027509692,100.0,107.0333051403,100.0,20.370468,100.0,15.38218,100.0
2024-02-20 20:00:00,59.0820028951,100.0,63.0386215022,100.0,153.315921926,100.0,27.576153,100.0,18.729465,100.0
2024-02-20 21:00:00,71.1384615705,100.0,60.9688186259,100.0,169.6683879056,100.0,33.729652,100.0,25.489075,100.0
2024-02-20 22:00:00,16.9838959325,100.0,56.3570126707,100.0,82.3084056556,100.0,25.638918,100.0,20.125347,100.0
2024-02-20 23:00:00,6.1560750535,100.0,42.7753767792,100.0,52.1818594609,100.0,17.784477,100.0,13.543437,100.0
2024-02-21 00:00:00,3.0325868684,100.0,24.9374487856,100.0,29.5712415205,100.0,11.767362,100.0,9.709805,100.0
2024-02-21 01:00:00,3.04471949,100.0,26.5256446065,100.0,31.1779759872,100.0,5.313863,100.0,3.53471,100.0
2024-02-21 02:00:00,0.1375255238,100.0,11.2826911056,100.0,11.4928301059,100.0,8.219405,100.0,7.193378,100.0
2024-02-21 03:00:00,0.061195915,100.0,9.3353297495,100.0,9.4288371076,100.0,5.981851,100.0,5.497659,100.0
2024-02-21 04:00:00,0.0288192915,100.0,9.0236643434,100.0,9.0677002208,100.0,5.099587,100.0,4.979755,100.0
2024-02-21 05:00:00,0.112710414,100.0,8.4947689573,100.0,8.6669904699,100.0,2.94375,100.0,2.92416,100.0
2024-02-21 06:00:00,2.7089664288,100.0,30.6623780028,100.0,34.801678706,100.0,1.363168,100.0,0.300807,100.0
2024-02-21 07:00:00,4.5144365518,100.0,31.9975173183,100.0,38.8955763693,100.0,4.814634,100.0,3.72222,100.0
2024-02-21 08:00:00,15.1199232216,100.0,43.3651581171,100.0,66.4684007997,100.0,4.094213,100.0,2.266467,100.0
2024-02-21 09:00:00,25.9215396258,100.0,55.0700407251,100.0,94.6781532732,100.0,9.897058,100.0,4.348288,100.0
2024-02-21 10:00:00,17.9342007183,100.0,42.9453974247,100.0,70.3488561222,100.0,11.094089,100.0,2.138115,100.0
2024-02-21 11:00:00,22.101549782,100.0,47.3682585172,100.0,81.1394265841,100.0,7.383677,100.0,1.72363,100.0
2024-02-21 12:00:00,17.1362723961,100.0,34.7809257985,100.0,60.9651500197,100.0,10.068951,100.0,5.609136,100.0
2024-02-21 13:00:00,49.5729969108,100.0,51.3242377045,100.0,127.0717769841,100.0,16.869045,100.0,8.030951,100.0
2024-02-21 14:00:00,55.5572393914,100.0,54.5937288474,100.0,139.4851906374,100.0,14.100772,100.0,4.826206,100.0
2024-02-21 15:00:00,48.5465501385,100.0,57.9421770943,100.0,132.121305706,100.0,14.024001,100.0,5.78925,100.0
2024-02-21 16:00:00,73.1510325048,100.0,65.2458020194,100.0,177.0205796866,100.0,13.165594,100.0,4.125715,100.0
2024-02-21 17:00:00,54.1701297401,100.0,66.8938843938,100.0,149.6658426367,100.0,19.342405,100.0,10.939671,100.0
2024-02-21 18:00:00,33.970824759,100.0,62.3663314523,100.0,114.2737516841,100.0,24.632017,100.0,6.88085,100.0
2024-02-21 19:00:00,66.6986164793,100.0,72.9557973524,100.0,174.8712833326,100.0,22.800869,100.0,13.20263,100.0
2024-02-21 20:00:00,71.2616012251,100.0,73.7196675094,100.0,182.6073941814,100.0,26.006931,100.0,15.863373,100.0
2024-02-21 21:00:00,79.168406726,100.0,83.7732689945,100.0,204.7425944718,100.0,19.15687,100.0,10.662703,100.0
2024-02-21 22:00:00,44.9417792159,100.0,72.1333655689,100.0,140.8044042107,100.0,18.116125,100.0,11.686094,100.0
2024-02-21 23:00:00,2.7485592935,100.0,19.9320535855,100.0,24.131852186,100.0,0.896912,100.0,-0.547311,100.0
2024-02-22 00:00:00,0.429581245,100.0,5.7660357666,100.0,6.4224359089,100.0,4.793535,100.0,3.729578,100.0
2024-02-22 01:00:00,0.0723081334,100.0,2.746151719,100.0,2.8566385468,100.0,0.284606,100.0,-0.324415,100.0
2024-02-22 02:00:00,-0.2937415313,100.0,1.2471768755,100.0,0.7983398157,100.0,2.623721,100.0,1.742892,100.0
2024-02-22 03:00:00,-0.1930180244,100.0,1.3220943621,100.0,1.0271628209,100.0,1.281929,100.0,1.005331,100.0
2024-02-22 04:00:00,-0.2902284571,100.0,1.2406452066,100.0,0.7971761241,100.0,,0.0,,0.0
2024-02-22 05:00:00,0.1653055993,100.0,1.7887341712,100.0,2.0413211269,100.0,-3.706714,100.0,-4.231874,100.0
2024-02-22 06:00:00,-0.0134121794,100.0,2.1011714918,100.0,2.0806776817,100.0,-2.235069,100.0,-3.194358,100.0
2024-02-22 07:00:00,0.8701904355,100.0,7.4070186179,100.0,8.7366696034,100.0,1.163637,100.0,0.102718,100.0
2024-02-22 08:00:00,5.258871535,100.0,21.6369198453,100.0,29.6724755508,100.0,5.772163,100.0,4.256028,100.0
2024-02-22 09:00:00,8.1200879461,100.0,30.6355219062,100.0,43.0430162878,100.0,0.812789,100.0,-2.149583,100.0
2024-02-22 10:00:00,13.0987389639,100.0,28.2130568338,100.0,48.2279299706,100.0,2.506998,100.0,-1.64015,100.0
2024-02-22 11:00:00,12.0747650719,100.0,26.8575512657,100.0,45.3077922955,100.0,4.730114,100.0,1.535604,100.0
2024-02-22 12:00:00,11.5148325533,100.0,23.7027663112,100.0,41.2974304525,100.0,7.684278,100.0,1.622307,100.0
2024-02-22 13:00:00,7.7156334598,100.0,19.3439724091,100.0,31.1334603356,100.0,7.311532,100.0,1.733261,100.0
2024-02-22 14:00:00,7.546765547,100.0,19.7802784753,100.0,31.3117362311,100.0,6.118573,100.0,2.334412,100.0
2024-02-22 15:00:00,44.1218904516,100.0,46.0908254345,100.0,113.5090740446,100.0,17.878776,100.0,3.776993,100.0
2024-02-22 16:00:00,58.1194598955,100.0,57.3760701699,100.0,146.1826048903,100.0,27.530589,100.0,8.187451,100.0
2024-02-22 17:00:00,12.8459747166,100.0,26.6478680482,100.0,46.2765174152,100.0,4.49571,100.0,-0.896218,100.0
2024-02-22 18:00:00,7.3492656653,100.0,18.8246330133,100.0,30.0543109499,100.0,4.736652,100.0,0.446785,100.0
2024-02-22 19:00:00,12.5663216696,100.0,27.8001791441,100.0,47.0015186553,100.0,6.628044,100.0,2.593901,100.0
2024-02-22 20:00:00,6.3280483403,100.0,17.4977773494,100.0,27.1670352133,100.0,4.006972,100.0,2.087363,100.0
2024-02-22 21:00:00,1.0998144744,100.0,5.8947417922,100.0,7.575258309,100.0,10.102958,100.0,4.191817,100.0
2024-02-22 22:00:00,0.4277373681,100.0,4.5353527227,100.0,5.1889354212,100.0,2.60898,100.0,0.945357,100.0
2024-02-22 23:00:00,1.6780161089,100.0,6.3269258331,100.0,8.8909344475,100.0,-2.036377,100.0,-2.764745,100.0
2024-02-23 00:00:00,0.648484933,100.0,4.0863173091,100.0,5.0772022867,100.0,-0.359811,100.0,-0.699776,100.0
2024-02-23 01:00:00,0.3136423654,100.0,3.5702713177,100.0,4.049516852,100.0,-1.538465,100.0,-2.007016,100.0
2024-02-23 02:00:00,0.207584689,100.0,2.5705503409,100.0,2.8877397457,100.0,-1.232084,100.0,-1.493267,100.0
2024-02-23 03:00:00,0.0894886248,100.0,3.0935861728,100.0,3.2303247914,100.0,-4.128791,100.0,-4.537302,100.0
2024-02-23 04:00:00,0.2479722716,100.0,2.9176957592,100.0,3.2965973902,100.0,-1.070479,100.0,-1.097858,100.0
2024-02-23 05:00:00,-0.0129975215,100.0,3.027088768,100.0,3.0072285551,100.0,1.270188,100.0,0.865901,100.0
2024-02-23 06:00:00,3.8265994455,100.0,9.4197194734,100.0,15.2667634261,100.0,4.332904,100.0,3.524627,100.0
2024-02-23 07:00:00,9.8069523819,100.0,21.8325058625,100.0,36.817529102,100.0,0.462742,100.0,-0.725089,100.0
2024-02-23 08:00:00,10.8106570051,100.0,22.3728943888,100.0,38.8915782926,100.0,2.101872,100.0,-0.119401,100.0
2024-02-23 09:00:00,26.0695849556,100.0,33.324356327,100.0,73.1586821392,100.0,3.725027,100.0,1.260772,100.0
2024-02-23 10:00:00,5.7063064315,100.0,18.2430897849,100.0,26.9623260122,100.0,5.189645,100.0,3.480246,100.0
2024-02-23 11:00:00,6.6468704703,100.0,14.545138655,100.0,24.7015567335,100.0,-0.630655,100.0,-2.303099,100.0
2024-02-23 12:00:00,9.0838809466,100.0,16.896624056,100.0,30.7767941424,100.0,1.914911,100.0,0.138175,100.0
2024-02-23 13:00:00,2.1999153773,100.0,7.1359679679,100.0,10.4974386643,100.0,2.194056,100.0,0.007072,100.0
2024-02-23 14:00:00,3.4631501223,100.0,10.5680803407,100.0,15.8597737275,100.0,2.162548,100.0,0.613416,100.0
2024-02-23 15:00:00,5.9124535941,100.0,16.4978492987,100.0,25.5320783906,100.0,2.940525,100.0,1.107588,100.0
2024-02-23 16:00:00,3.7691089701,100.0,10.223493594,100.0,15.9826921003,100.0,-0.516461,100.0,-2.168225,100.0
2024-02-23 17:00:00,5.6629104863,100.0,17.1534825811,100.0,25.8064098041,100.0,3.706407,100.0,2.575363,100.0
2024-02-23 18:00:00,3.0465786836,100.0,11.942155065,100.0,16.5973272936,100.0,1.359751,100.0,0.579708,100.0
2024-02-23 19:00:00,3.09633296,100.0,10.2647459422,100.0,14.9959427051,100.0,1.784179,100.0,0.948336,100.0
2024-02-23 20:00:00,1.3010086886,100.0,7.664139926,100.0,9.6520812022,100.0,0.202998,100.0,-0.48821,100.0
2024-02-23 21:00:00,2.1123794914,100.0,11.1154201686,100.0,14.3431360314,100.0,4.839695,100.0,4.400957,100.0
2024-02-23 22:00:00,1.8413978724,100.0,7.458620054,100.0,10.272276003,100.0,-1.423009,100.0,-1.782189,100.0
2024-02-23 23:00:00,0.58491128,100.0,2.0331783578,100.0,2.9269227936,100.0,-1.343975,100.0,-1.151273,100.0
2024-02-24 00:00:00,0.3086915219,100.0,2.1113189349,100.0,2.5829995803,100.0,2.963629,100.0,2.424013,100.0
2024-02-24 01:00:00,-0.0106210943,100.0,1.3447161047,100.0,1.3284870727,100.0,1.110165,100.0,0.616998,100.0
2024-02-24 02:00:00,0.161212312,100.0,1.6034232461,100.0,1.8497556588,100.0,0.881904,100.0,0.474707,100.0
2024-02-24 03:00:00,0.6042219538,100.0,2.352338517,100.0,3.2755896623,100.0,0.359742,100.0,0.302284,100.0
2024-02-24 04:00:00,0.0596821206,100.0,1.9537453912,100.0,2.0449396716,100.0,1.797681,100.0,1.399272,100.0
2024-02-24 05:00:00,-0.163733529,100.0,1.3556191573,100.0,1.105434325,100.0,-2.619234,100.0,-2.929443,100.0
2024-02-24 06:00:00,-0.1422525373,100.0,2.8724001791,100.0,2.6550383021,100.0,-0.553352,100.0,-0.875565,100.0
2024-02-24 07:00:00,0.688518976,100.0,7.2955485191,100.0,8.3476055144,100.0,-0.082781,100.0,-0.055573,100.0
2024-02-24 08:00:00,0.9937080078,100.0,10.5473915328,100.0,12.0657773687,100.0,-0.456521,100.0,-1.016034,100.0
2024-02-24 09:00:00,1.8852589799,100.0,7.9898345741,100.0,10.8705102954,100.0,1.880229,100.0,1.346751,100.0
2024-02-24 10:00:00,0.6797523489,100.0,3.5478059709,100.0,4.5864675599,100.0,1.687519,100.0,-0.516197,100.0
2024-02-24 11:00:00,0.7140725689,100.0,3.5282768708,100.0,4.6193797561,100.0,4.448548,100.0,1.401813,100.0
2024-02-24 12:00:00,2.368211279,100.0,7.0625460958,100.0,10.6811729301,100.0,1.674423,100.0,-0.51583,100.0
2024-02-24 13:00:00,2.9193643509,100.0,9.0297017128,100.0,13.490490441,100.0,6.364665,100.0,2.003632,100.0
2024-02-24 14:00:00,2.3629415839,100.0,8.2066743478,100.0,11.8172490879,100.0,4.722246,100.0,-1.747177,100.0
2024-02-24 15:00:00,3.5445346385,100.0,9.0072806917,100.0,14.4233296194,100.0,3.29574,100.0,-1.945072,100.0
2024-02-24 16:00:00,4.1225282553,100.0,10.4854502918,100.0,16.7846734659,100.0,6.522339,100.0,1.693299,100.0
2024-02-24 17:00:00,3.4122989396,100.0,12.6320695039,100.0,17.8460622836,100.0,2.386581,100.0,-1.963413,100.0
2024-02-24 18:00:00,8.1038832679,100.0,24.9215462118,100.0,37.3042798451,100.0,6.622444,100.0,1.339391,100.0
2024-02-24 19:00:00,4.2656433193,100.0,13.7663269411,100.0,20.2842299329,100.0,4.275903,100.0,0.737227,100.0
2024-02-24 20:00:00,1.4783566821,100.0,6.3852802761,100.0,8.6442092864,100.0,0.031054,100.0,-2.791966,100.0
2024-02-24 21:00:00,1.3479719739,100.0,6.3552175662,100.0,8.4149187423,100.0,2.638719,100.0,-0.883581,100.0
2024-02-24 22:00:00,1.9866988024,100.0,6.9956176122,100.0,10.0312933822,100.0,5.214643,100.0,1.802447,100.0
2024-02-24 23:00:00,1.8859274085,100.0,7.192359916,100.0,10.0740569962,100.0,4.374907,100.0,2.555874,100.0
2024-02-25 00:00:00,3.0429443288,100.0,10.0993191332,100.0,14.7489380675,100.0,2.101225,100.0,0.044746,100.0
2024-02-25 01:00:00,1.0908552848,100.0,7.8216480091,100.0,9.4884748842,100.0,4.695962,100.0,2.952892,100.0
2024-02-25 02:00:00,2.7585338781,100.0,10.6888364843,100.0,14.90387625,100.0,2.400762,100.0,0.581043,100.0
2024-02-25 03:00:00,2.1947018859,100.0,7.8601123888,100.0,11.2136168705,100.0,2.807564,100.0,-0.048664,100.0
2024-02-25 04:00:00,0.9399676259,100.0,6.3257098343,100.0,7.7619803666,100.0,4.515903,100.0,1.888356,100.0
2024-02-25 05:00:00,-0.237063901,100.0,1.9271568976,100.0,1.5649232569,100.0,-0.376168,100.0,-1.526682,100.0
2024-02-25 06:00:00,-0.1566991084,100.0,1.7593075158,100.0,1.5198712782,100.0,3.958124,100.0,3.525197,100.0
2024-02-25 07:00:00,-0.0503674484,100.0,1.9778826413,100.0,1.9009211802,100.0,2.324496,100.0,1.228335,100.0
2024-02-25 08:00:00,0.0636554185,100.0,4.2325335339,100.0,4.3297990134,100.0,0.117009,100.0,-1.411618,100.0
2024-02-25 09:00:00,0.1272351098,100.0,5.2485535441,100.0,5.4429687918,100.0,2.746259,100.0,1.591877,100.0
2024-02-25 10:00:00,0.134877251,100.0,4.6157696427,100.0,4.8218620823,100.0,2.516016,100.0,-0.402941,100.0
2024-02-25 11:00:00,0.5952323936,100.0,4.2410299624,100.0,5.1505450599,100.0,8.083635,100.0,0.256488,100.0
2024-02-25 12:00:00,1.3613732859,100.0,6.0528041949,100.0,8.1329825757,100.0,13.96323,100.0,0.336014,100.0
2024-02-25 13:00:00,3.6658547958,100.0,8.8028293404,100.0,14.4042554683,100.0,13.455689,100.0,-3.1975,100.0
2024-02-25 14:00:00,2.3431259745,100.0,10.0458222795,100.0,13.6261187686,100.0,13.495726,100.0,0.73423,100.0
2024-02-25 15:00:00,5.9808329809,100.0,13.7001536996,100.0,22.8388664944,100.0,15.063454,100.0,0.450856,100.0
2024-02-25 16:00:00,5.2942011976,100.0,17.218631812,100.0,25.308171242,100.0,29.558584,100.0,4.460678,100.0
2024-02-25 17:00:00,8.661480306,100.0,28.2457096693,100.0,41.4804515769,100.0,35.6353,100.0,4.186243,100.0
2024-02-25 18:00:00,39.7303141835,100.0,67.1158138743,100.0,127.8237339467,100.0,62.57688,100.0,6.821723,100.0
2024-02-25 19:00:00,42.0596659379,100.0,69.7248623757,100.0,133.9920319288,100.0,49.853716,100.0,8.309546,100.0
2024-02-25 20:00:00,5.7117347091,100.0,44.1980643381,100.0,52.9255949737,100.0,29.844721,100.0,7.122795,100.0
2024-02-25 21:00:00,2.5681483041,100.0,31.3408867739,100.0,35.2650173826,100.0,19.806369,100.0,5.854787,100.0
2024-02-25 22:00:00,1.9699642694,100.0,29.9286317519,100.0,32.9387371555,100.0,24.337366,100.0,9.043362,100.0
2024-02-25 23:00:00,0.7737322751,100.0,19.5581911159,100.0,20.7404540323,100.0,15.290532,100.0,0.701064,100.0
2024-02-26 00:00:00,0.4395971051,100.0,9.4092572224,100.0,10.0809615991,100.0,7.068616,100.0,-2.574873,100.0
2024-02-26 01:00:00,-0.0823393673,100.0,4.8580328385,100.0,4.7322182853,100.0,8.950296,100.0,1.700269,100.0
2024-02-26 02:00:00,-0.28406928,100.0,3.0327631942,100.0,2.5987053344,100.0,6.740724,100.0,1.1383,100.0
2024-02-26 03:00:00,-0.316344139,100.0,2.0733991261,100.0,1.5900252817,100.0,1.313874,100.0,-0.37964,100.0
2024-02-26 04:00:00,-0.4046320075,100.0,1.0442173151,100.0,0.4259396077,100.0,2.248513,100.0,0.479981,100.0
2024-02-26 05:00:00,-0.3611369414,100.0,0.9320184928,100.0,0.3802012464,100.0,-0.913372,100.0,-0.815018,100.0
2024-02-26 06:00:00,-0.1283535781,100.0,3.5402850798,100.0,3.3441608124,100.0,-3.268947,100.0,-3.846066,100.0
2024-02-26 07:00:00,1.7125490305,100.0,11.8342807488,100.0,14.4510556674,100.0,1.153422,100.0,0.444592,100.0
2024-02-26 08:00:00,4.9835529435,100.0,32.0430467108,100.0,39.6579156085,100.0,2.103761,100.0,-0.940989,100.0
2024-02-26 09:00:00,11.3064035528,100.0,47.8976874833,100.0,65.1738721119,100.0,7.096354,100.0,2.52927,100.0
2024-02-26 10:00:00,7.9481939499,100.0,32.9365756009,100.0,45.0814159563,100.0,8.211144,100.0,4.758919,100.0
2024-02-26 11:00:00,7.5846142953,100.0,29.7165826278,100.0,41.305873271,100.0,6.291455,100.0,2.793942,100.0
2024-02-26 12:00:00,10.7945487143,100.0,22.7924667727,100.0,39.2865372081,100.0,0.656727,100.0,-1.66079,100.0
2024-02-26 13:00:00,30.0537717233,100.0,34.6514827623,100.0,80.5736459555,100.0,8.616958,100.0,5.265248,100.0
2024-02-26 14:00:00,11.3317193388,100.0,27.2381986643,100.0,44.5530658139,100.0,8.943326,100.0,4.827562,100.0
2024-02-26 15:00:00,12.2210935205,100.0,30.9206257855,100.0,49.5944566849,100.0,7.610815,100.0,2.298696,100.0
2024-02-26 16:00:00,11.5763130393,100.0,29.0354906087,100.0,46.7240969326,100.0,10.76089,100.0,6.453471,100.0
2024-02-26 17:00:00,6.8841464946,100.0,31.353426207,100.0,41.8724020508,100.0,8.077933,100.0,0.970254,100.0
2024-02-26 18:00:00,7.2868366759,100.0,33.8765355517,100.0,45.0108219924,100.0,11.911553,100.0,2.852649,100.0
2024-02-26 19:00:00,3.2247795068,100.0,33.7575637319,100.0,38.6850268182,100.0,12.502176,100.0,3.678185,100.0
2024-02-26 20:00:00,3.3590552619,100.0,34.1788140361,100.0,39.3114504762,100.0,15.540309,100.0,7.165338,100.0
2024-02-26 21:00:00,3.0854737799,100.0,28.8507918073,100.0,33.565395743,100.0,5.028432,100.0,2.838802,100.0
2024-02-26 22:00:00,5.1511434106,100.0,27.9565291763,100.0,35.8274763077,100.0,6.117962,100.0,3.813151,100.0
2024-02-26 23:00:00,1.4390439891,100.0,22.1835628429,100.0,24.3824220583,100.0,5.365873,100.0,4.257207,100.0
2024-02-27 00:00:00,0.526422615,100.0,16.5768406903,100.0,17.381214446,100.0,5.913308,100.0,4.565084,100.0
2024-02-27 01:00:00,0.068948935,100.0,9.5346216044,100.0,9.6399755771,100.0,0.667953,100.0,-0.550588,100.0
2024-02-27 02:00:00,-0.2841073338,100.0,6.2006014358,100.0,5.7664854299,100.0,1.517255,100.0,0.519538,100.0
2024-02-27 03:00:00,-0.3233964779,100.0,4.2941859527,100.0,3.8000361345,100.0,-0.342863,100.0,-0.59613,100.0
2024-02-27 04:00:00,0.1157557058,100.0,7.3916340154,100.0,7.5685087338,100.0,1.859345,100.0,2.011905,100.0
2024-02-27 05:00:00,0.807217524,100.0,9.439827673,100.0,10.6732560497,100.0,1.565491,100.0,1.195345,100.0
2024-02-27 06:00:00,1.4290989194,100.0,19.581943599,100.0,21.7656067478,100.0,-4.427098,100.0,-4.906772,100.0
2024-02-27 07:00:00,15.1446323644,100.0,38.1272122814,100.0,61.2682105342,100.0,3.190158,100.0,2.214404,100.0
2024-02-27 08:00:00,53.6758689013,100.0,63.8851324028,100.0,145.9018600839,100.0,2.37473,100.0,-0.291767,100.0
2024-02-27 09:00:00,83.8455007131,100.0,76.6951656834,100.0,204.811090773,100.0,11.187075,100.0,6.362531,100.0
2024-02-27 10:00:00,96.4127871516,100.0,77.8736344228,100.0,225.1923731905,100.0,15.658159,100.0,9.213269,100.0
2024-02-27 11:00:00,,0.0,,0.0,,0.0,12.820663,100.0,5.666807,100.0
2024-02-27 12:00:00,68.0067078939,100.0,77.0964382332,100.0,181.010687895,100.0,18.600438,100.0,11.588202,100.0
2024-02-27 13:00:00,12.2826240948,100.0,33.8555611969,100.0,52.6234108136,100.0,4.891558,100.0,0.883856,100.0
2024-02-27 14:00:00,6.1727189339,100.0,20.0595897737,100.0,29.4915043047,100.0,13.648708,100.0,1.396766,100.0
2024-02-27 15:00:00,5.521197685,100.0,20.4164001055,100.0,28.8527901681,100.0,14.659823,100.0,-2.553682,100.0
2024-02-27 16:00:00,33.2619616605,100.0,54.7721620586,100.0,105.5964394758,100.0,52.353543,100.0,6.676099,100.0
2024-02-27 17:00:00,48.2471116015,100.0,67.0618562765,100.0,140.7834428036,100.0,97.347008,100.0,7.282196,100.0
2024-02-27 18:00:00,60.3138608644,100.0,67.0424076704,100.0,159.2019870711,100.0,102.869548,100.0,11.732364,100.0
2024-02-27 19:00:00,2.8965115611,100.0,14.6036440231,100.0,19.0295136885,100.0,19.674328,100.0,3.593533,100.0
2024-02-27 20:00:00,2.0013231444,100.0,10.4796058198,100.0,13.5376275844,100.0,17.302312,100.0,2.031715,100.0
2024-02-27 21:00:00,0.4410866015,100.0,6.2399312623,100.0,6.9139115894,100.0,20.950837,100.0,2.259118,100.0
2024-02-27 22:00:00,1.4074631993,100.0,7.2281311345,100.0,9.3787349029,100.0,20.008927,100.0,5.492849,100.0
2024-02-27 23:00:00,0.5991653091,100.0,5.9882045216,100.0,6.9037291139,100.0,10.443005,100.0,1.62931,100.0
2024-02-28 00:00:00,0.1608459041,100.0,4.8338946433,100.0,5.0796671848,100.0,8.960059,100.0,3.565023,100.0
