Date,Predicted_Temp
2025-05-07,8.450112241102827
2025-05-08,8.591543391028265
2025-05-09,8.731960346110247
2025-05-10,8.871326311651819
2025-05-11,9.009605006935407
2025-05-12,9.146760665222692
2025-05-13,9.282758033754666
2025-05-14,9.417562373751641
2025-05-15,9.55113946041316
2025-05-16,9.683455582918162
2025-05-17,9.814477544424838
